id,word,definition,ratio,partial_ratio,token_sort_ratio,token_set_ratio,WRatio
9210,detaysız,ayrıntısız,56,53,56,56,56
41073,tirhandil,yelken ve kürekle yürütülen ve genellikle bodrum'a özgü dayanıklı ve zarif tekne türü,13,33,12,12,20
41860,tuzluk,i̇çine tuz konulan kap,36,67,22,22,60
28755,mevzu,konu,22,25,22,22,22
45477,yollamak,göndermek,24,25,25,25,25
41869,tuğamiral,"deniz kuvvetlerinde, rütbesi albay ile tümamiral arasında bulunan amiral",20,67,18,18,67
35063,salimen,"sağ ve esen olarak, hiçbir kötü durumla karşılaşmadan",20,43,18,18,39
34380,resmikabul,kabul töreni,45,30,48,48,48
22745,kebaplık,"kebap yapmaya elverişli, kebap yapmak için ayrılmış",24,62,21,24,64
27562,maksut,"i̇stenen, niyet edilen, güdülen, amaçlanan",8,33,19,19,30
18265,iddia,"kendinde olmayan bir yeteneği, bir durumu varmış gibi gösterme",12,40,15,16,24
46567,zifos,"yararsız, boş",22,40,24,24,36
26224,kırsal,"az insanın barındığı, genellikle kır durumunda olan yer",16,50,17,17,38
46235,yığmak,bir tepe oluşturacak biçimde üst üste koymak,16,67,17,17,60
1578,anbean,dakika dakika,21,33,21,33,31
5311,benzeşim,"i̇ki şeklin kenarlarının uzunlukları arasındaki oran değişmemekle birlikte, karşılıklı açılarının eşit bulunması durumu, benzer",10,62,11,11,37
9853,diyabetik,şeker hastalığı ile ilgili,17,33,23,23,30
33431,planlı,"belirli bir plana göre yapılan, yürütülen, düzenlenen",17,67,19,19,60
8059,cıvıltı,"canlılık, ateşlilik",31,57,32,32,51
32434,pano,ağaç duvar kaplamalarına veya tavanlara süs işin konulan resim,12,50,12,12,30
19706,itiyat,alışkanlık,12,17,12,12,15
25810,küpelik,dalyan direklerini dikerken alt ucun batmasını sağlamak için bağlanan taş veya zincir,9,43,11,11,30
37552,stil,"üslup, biçem",25,50,31,31,45
47852,çevre,"hayatın gelişmesinde etkili olan doğal, toplumsal, kültürel dış faktörlerin bütünlüğü",7,40,7,7,30
42706,uyuyuş,uyuma işi,53,50,40,40,53
14093,fırçalamak,sık ve bataklık ormandan geçmek,29,40,26,26,31
12359,ermiş,"dinî inançlara göre kendisinde olağanüstü manevi güç bulunan kişi, eren, evliya, veli",9,40,10,10,24
7943,cumburlop,ağır bir cismin suya düştüğü zaman çıkardığı ses,14,33,15,15,30
31050,nikap,"yüz örtüsü, peçe",10,20,13,13,18
36162,semeresiz,sonuçsuz,35,25,38,38,38
7895,ciğerdeldi,bu delikleri açmakta kullanılan ucu sivri küçük araç,16,40,18,18,36
33500,polis,"şehirde kamu düzenini, huzur ve güvenliği sağlayan kuruluş, kolluk, zabıta",8,40,8,8,24
24022,konjonktür,her türlü durum ve şartın ortaya çıkardığı sonuç,14,30,19,19,30
4057,balans,denge,18,22,18,18,18
4309,baron,batı ülkelerinde vikont ile şövalye arasında soyluluk unvanı,15,40,16,16,24
47448,çağrıcı,sahnede oyuncuları takdim eden kimse,14,43,14,14,45
271,ademiyet,yokluk,14,17,14,14,14
29607,mukaffa,uyaklı,31,33,31,31,31
39736,tavik,"geciktirme, tehir",18,40,19,19,36
38332,süzüntü,bir sıvıyı süzerek elde edilen tortu,23,43,15,15,30
48838,ödünç,i̇leride geri verilmek veya alınmak şartıyla alınan veya verilen (şey),5,20,6,6,30
18926,inam,"emanet, vedia",24,57,25,25,51
40544,teorik,kuramsal,14,17,14,14,14
22975,kepek,"un elendikten sonra, elek üstünde kalan kabuk kırıntıları",13,60,14,14,36
40972,teşehhüt,namazda oturarak `ettehiyyatü` duasını okuma,19,38,17,17,39
33669,pratikte,"günlük yaşayışta, uygulamada",11,12,12,12,21
27570,makul,"akıllıca iş gören, mantıklı",25,40,27,27,36
40969,teşdit,sağlamlaştırma,20,33,20,20,30
18217,icatçı,"i̇cat eden, bulan kimse, kâşif, bulucu",18,67,15,15,72
11588,ehemmiyet,önem,31,50,33,33,60
28054,mayalamak,"maya koymak, içine maya karıştırmak",36,56,33,32,57
6185,bloke,"kullanılması önlenmiş, el konulmuş",10,20,22,22,34
32058,otostop,bir yayanın yoldan geçen bir otomobili durdurarak binmesi ve gideceği yere para vermeden gitmesi,10,57,10,10,34
35861,sağaltıcı,tedavici,24,25,24,24,24
49596,ümmi,okuyup yazması olmayan,15,25,16,16,30
2897,ayaklık,"bir makinede, bir araçta ayak yardımıyla dönmeyi veya hareketi sağlayan düzen, pedal",13,57,14,15,34
34222,reddetmek,"verilen veya yapılması istenen bir şeyi kabul etmemek, geri çevirmek",18,44,16,16,57
49190,örtülmek,örtme işine konu olmak,40,62,30,30,60
32064,oturacak,"sandalye, tabure, kanepe gibi üstüne oturulan şey",18,62,23,23,56
12584,etki,"bir kimse veya nesnenin başka bir kişi veya şey üzerindeki gücü, tesir",8,50,11,13,43
23956,kompozitör,besteci,12,14,12,12,12
11061,dünkü,"acemi, yeni, toy",10,20,12,12,30
33892,pöçük,"kuyruk sokumu, kuyruk",8,20,9,13,30
16454,hakeza,"bunun gibi, böyle",9,17,10,10,15
9556,dikmelik,fidanlık,38,38,38,38,38
42646,uykusuzluk,uyku uyuyamama veya uyumamış olma durumu,28,60,24,24,54
33249,pilotaj,bir hava taşıtını yönetme,19,29,19,19,26
43112,varlık,"kalıcı olan, gelip geçici olmayan şey",14,50,15,15,45
8533,dağcı,"dağa tırmanma sporu yapan kimse, alpinist",17,60,18,18,36
24342,korumak,"bir kimseyi veya bir şeyi dış etkilerden, tehlikeden, zor bir durumdan uzak tutmak, esirgemek, muhafaza etmek, vikaye etmek, sıyanet etmek",10,57,9,10,34
37432,soğuk,"i̇lgisiz, sevimsiz bir biçimde veya memnuniyetsizliğini belli ederek",8,20,6,6,12
13480,fesatlık,arabozanlık,42,50,42,42,42
10456,doğululuk,"doğu ahlak, görenek ve geleneklerine bağlı olma durumu",22,56,23,23,57
18427,ihtiyar,baba veya anne,19,29,19,19,27
36836,simetrik,bakışımlı,12,12,12,12,12
25582,kösnü,şehvet,0,0,0,0,0
31800,orak,"yarım çember biçiminde yassı, ensiz ve keskin metal bir bıçakla, buna bağlı bir saptan oluşan ekin, ot vb. biçme aracı",5,50,5,5,30
35857,sağabilmek,sağma ihtimali veya imkânı bulunmak,36,50,23,23,45
47445,çağnak,amniyon sıvısı,20,33,21,21,36
35049,salgı,"hücrelerin, vücuttaki bezlerin kandan ayırıp oluşturdukları ve yeniden kana, başka organa veya dışarıya saldıkları sıvı madde, ifraz",6,40,6,6,46
30536,naat,bir şeyin niteliklerini övme,12,50,13,13,45
4891,başkalık,"alışılana benzememe, değişik olma durumu, değişiklik",20,50,17,17,45
9832,diskur,"söylev, nutuk",21,17,12,12,22
2850,avurt,yanağın ağız boşluğu hizasına gelen bölümü,9,20,9,9,18
50719,şist,kömürle karışık bütün moloz maddelerinin bilimsel adı,11,50,11,11,30
35815,sazendelik,"çalgıcılık, saz sanatçılığı",27,40,24,24,36
32831,patronaj,cezaevinden serbest bırakılan suçlunun toplum yaşantısına yeniden uyabilmesini sağlamak amacıyla yapılan yardım çalışması,9,38,8,8,23
25663,köşker,"yemenici, ayakkabı tamircisi",18,33,19,19,36
46560,zeytuni,bu renkte olan,29,31,19,19,29
40650,tercihen,"yeğleyerek, yeğleme yolu ile",22,38,17,17,34
26557,kıymettar,değerli,25,29,25,25,25
4796,bağın,i̇ksa,20,20,20,20,20
4090,baliğ,ergen,0,0,0,0,0
21549,karamanlı,burdur iline bağlı ilçelerden biri,19,33,19,19,30
19249,intizamsız,"düzensiz, düzeni olmayan, karışık",23,40,31,31,43
34410,revü,"çeşitli dans ve oyunlardan oluşmuş, zengin görünümlü sahne gösterisi",8,50,9,9,38
33298,pisipisi,"halk oyunu oynarken giyilen, üzeri tüylü özel ayakkabı",10,25,11,11,22
8530,dağarcık,bellek,14,17,14,14,14
4277,barem,devlet memurlarının maaşlarının derece ve tutarlarını düzenleyen sistem ve çizelge,9,40,9,10,24
39813,tazammun,i̇çlem,14,17,15,15,18
37601,subye,"ayağın altından geçen, tozluğa veya pantolon paçalarına bağlanan deriden, kumaş vb.nden şerit",6,20,9,9,23
46264,zabitan,subaylar,27,29,27,27,27
11597,ehliyet,sürücü belgesi,29,46,33,33,41
26789,lanet,bir ilenme sözü,30,60,33,33,54
14844,gevşeyiş,gevşeme işi,74,62,74,74,74
26010,kılçık,balıkların eti arasında bulunan diken gibi ince ve küçük kemik,15,50,12,12,36
3033,aynasız,"hoşa gitmeyen, kötü, yakışıksız, çirkin, ters, biçimsiz",23,43,23,23,39
2595,ateşlemek,"tutuşturmak, yakmak",29,44,30,30,40
37084,skleroz,i̇çindeki katılgan dokunun artmasından dolayı bir organ veya dokunun patolojik sertleşmesi,10,43,12,14,26
26986,leylak,"bu ağacın koni durumunda toplanmış, beyaz, eflatun veya pembe renkte, güzel kokulu çiçekleri",12,50,11,11,30
13471,fersude,"eskimiş, yıpranmış, aşınmış",12,14,12,12,25
34458,rikkat,"i̇ncelik, naziklik",25,50,26,26,45
30106,münafıklık,arabozanlık,38,40,40,40,40
36143,semaver,"özellikle çay demlemekte kullanılan, içinde kömür yakacak ocağı bulunan, elektrikle de çalışabilen, bakır, pirinç vb. metallerden yapılmış musluklu kap",8,57,7,7,34
30369,mütevazi,paralel,13,15,14,14,14
14222,galibiyet,yengi,29,40,29,29,36
7732,cezaevi,"hükümlülerin içinde tutuldukları yapı, hapishane, mahpus, mahpushane, mapus, dam, kodes, mahbes",6,29,7,7,17
50219,şamatacı,gürültü patırtı yapan,21,38,23,23,34
30095,mümkün,olabilir,0,0,0,0,0
7878,civar,yöre (i),15,20,40,40,38
31307,nüve,bir şeyin özü,24,25,14,14,30
2552,atalet,tembellik,27,17,27,27,27
36540,seviş,sevme işi,71,60,43,43,71
24026,konken,bir tür iskambil oyunu,21,33,22,22,30
50638,şifahi,"sözlü, tahrirî karşıtı",21,50,33,33,45
48142,çiğlik,"kaba, yersiz, yakışıksız davranış",10,17,6,6,18
46282,zahit,dinin yasak ettiği şeylerden sakınıp buyurduklarını yerine getiren (kimse),8,20,8,8,23
31280,nötrlük,"nötr bir cismin veya ortamın durumu, niteliği",19,57,12,12,36
18356,ihatalı,alanı geniş,33,43,33,33,39
34191,rağbet,"i̇stek, arzu, ilgi",8,17,18,18,15
40205,tekleşme,tek duruma gelme,50,50,33,33,50
26999,lezyon,doku bozukluğu,10,17,20,20,15
48169,çocukcağız,kendisine şefkat ve acıma duyulan çocuk,20,50,21,21,40
40453,temriye,deride yer yer küme durumundaki birtakım kabartılarla kendini gösteren hastalık,12,57,17,18,34
36655,seçki,"şairlerin, yazarların, bestecilerin eserlerinden alınmış, seçme parçalardan oluşan eser, güldeste, antoloji",7,60,6,6,30
48396,çözebilmek,çözme ihtimali veya imkânı bulunmak,36,50,25,25,45
5466,beyan,"bir eserde, düşüncelerin, duyguların, hayallerin doğuş ve değerlerini, bunların anlatımında tutulacak yolları konu edinen bir edebiyat bilgisi dalı",7,40,7,7,24
16111,güngörmez,güneş ışığı almayan (yer),29,44,21,21,39
48757,çıyan,hain,44,57,50,50,50
34492,robot,belirli bir işi yerine getirmek için manyetizma ile kendisine çeşitli işler yaptırılabilen otomatik araç,7,40,8,8,24
19735,ivazlı,ödünlü,17,17,22,22,30
9565,diktatör,bütün siyasi yetkileri kendinde toplamış bulunan kimse,13,38,24,24,39
32049,otopark,"taşıtların trafik bakımından uygun olan ve belli bir süre bırakıldıkları açık veya kapalı yer, park yeri, park",10,57,9,9,34
40979,teşevvüş,karışıklık,11,12,12,12,12
13133,fakirhane,düşkünler yurdu,25,33,27,27,27
30430,müziksel,müzik özellikleri taşıyan,42,62,40,40,64
780,akılsal,"düşünceyi ve gerçeği somut değerlerle birbirine bağlayan, hakikati içine alan",10,43,10,10,26
40799,teshil,kolaylaştırma,11,17,11,11,15
9834,dispanser,sağlık ocağı,19,11,19,19,19
35595,satranç,i̇ki kişi arasında altmış dört kareli bir tahta üzerinde değerleri ve adları değişik siyah ve beyaz on altışar taşla oynanan bir oyun,9,43,9,9,20
19450,ispatlı,tanıtlanmış,44,43,44,44,44
10639,duruşma,"davacı ile davalının yargıç karşısında hazır bulundukları yargılama evresi, murafaa",11,43,14,14,26
49455,öçlü,"kin ve intikam dolu, öç alma isteğinde olan",13,50,5,5,60
15397,gurur,"kendini beğenme, büyüklenme, benlik, kibir",4,20,5,5,18
9106,dershane,derslik,53,57,53,53,53
27619,maluliyet,sakatlık,24,25,24,24,24
23951,kompliman,koltuklama,53,47,53,53,53
50743,şişhane,namlusu altı yivli tüfek veya top,10,14,15,15,13
9672,dingil,kaba saba,0,0,0,0,0
3038,ayni,gözle ilgili,12,25,13,13,22
14626,gensoru,"türkiye büyük millet meclisinde başbakana veya bakanlardan birine, milletvekilleri tarafından açılan ve sonunda soruşturma yapılması istenebilen soru, istizah",7,57,8,8,34
39815,tazarru,yakarma,43,43,43,43,43
7219,büyüklük,ululuk,29,33,36,36,36
5510,beyit,anlam bakımından birbirine bağlı iki dizeden oluşmuş şiir parçası,9,20,9,9,23
41647,turp,"bu bitkinin yenilen etli, yumru kökü",15,50,16,16,30
32447,pansuman,yara temizliği ve bakımı,19,25,19,19,22
999,alemdar,bayrağı veya sancağı taşıyan kimse,15,29,15,15,37
15567,gönülsüzce,"i̇steksiz bir biçimde, istemeyerek",14,20,10,10,26
29003,milyar,"milyon kere bin, bin milyon, 1.000.000.000",21,67,17,30,60
17281,hazırcevap,"gerektiğinde çabuk, yerinde cevaplar bulup veren (kimse)",21,50,19,19,45
30730,nasihat,öğüt,18,25,22,22,45
33579,portör,taşıyıcı,14,0,15,15,15
15210,giyebilmek,giymeye gücü yetmek,48,50,52,52,54
47955,çilehane,dervişlerin çile doldurdukları yer,29,50,25,25,51
30723,narkoz,"ameliyat yapmak için duyu, hareket ve bilincin ekseriya solunum yoluyla anestezik madde verilerek uyuşturulması",10,50,9,9,30
10597,durgun,"canlı olmayan, sönük, hareketsiz",5,17,12,12,15
13797,flebit,toplardamarlarda iç zar yangısı,11,17,11,11,15
9114,dert,ur,33,50,33,33,45
24655,kriter,ölçüt,18,20,25,25,45
36092,selam,"bir kimseyle karşılaşıldığında, birinin yanına gidildiğinde veya yanından uzaklaşıldığında kendisine söz ve işaretle bir nezaket gösterisi yapma, esenleme, merhaba",6,60,6,6,36
24926,kupon,i̇şveren tarafından çeşitli amaçlarda kullanılmak üzere çalışanlarına verilen para değeri olan fiş,10,40,8,8,24
27412,mahremiyet,gizlilik,11,12,11,11,11
886,alamet,"büyüklük, irilik bakımından şaşılacak durumda olan nesne",16,33,14,14,20
33868,pusucu,pusu kuran veya pusuya yatan kimse,25,67,25,25,60
27802,manzum,"düzenli, muntazam",35,50,38,38,45
29618,mukavele,sözleşme,25,25,27,27,27
48011,çirişli,"i̇nceliği kola ile örtülmüş (bez, kumaş)",17,29,25,25,43
3061,ayrıca,"ayrı olarak, başkaca, antrparantez",30,67,32,32,60
42693,uyur,durgun (su),27,50,31,31,45
40797,tesettürlü,kapalı kıyafetler giyinen (kadın),14,30,21,21,34
16471,hakketmek,"maden, ağaç, taş üzerine elle yazı veya şekil oymak",17,33,18,18,30
16703,hanımcık,hanımlara sevgiyle yaklaşıldığını belirten bir söz,21,62,21,21,56
44110,yanıtlanma,cevaplanma,60,60,60,60,60
6081,bitlenmek,üzerinde bit üremek,50,67,54,54,70
40026,tecziye,cezalandırma,21,29,21,21,26
44258,yarak,silah,20,20,20,20,20
3678,aşina,"bildik, tanıdık",20,40,21,21,36
26316,kısaltmak,kısa duruma getirmek,48,44,28,28,48
27537,maki,"akdeniz dolaylarında yaygın olan, bodur ağaç ve çalılardan oluşan bitki örtüsü",7,50,8,8,30
32890,pazarlar,kütahya iline bağlı ilçelerden biri,23,38,20,20,34
5365,berhayat,"hayatta olan, canlı, yaşayan (kimse)",23,38,25,25,53
22081,katmer,bir şeyi oluşturan katlardan her biri,23,67,19,19,60
50675,şimal,kuzey,0,0,0,0,0
67,abes,"gereksiz, yersiz, boş",16,50,26,26,45
49947,ıslaklık,islak olma durumu,40,62,40,40,56
23960,kompres,yaraların bakımında veya başka bir amaçla kullanılan katlı bez,12,29,12,12,17
50163,şakadan,"şaka olarak, şaka diye, şakacıktan, mahsus",29,57,26,29,61
38789,tabaklamak,"hayvan postlarını kullanılabilecek duruma getirmek amacıyla değişik kimyasal maddelerle işlemek, terbiye etmek",17,40,13,13,24
49262,övebilmek,övme ihtimali veya imkânı bulunmak,33,56,25,25,45
1273,alım,çekicilik,15,25,17,17,22
35489,sarraf,kuyumcu,0,0,0,0,0
37149,sokabilmek,sokma ihtimali veya imkânı bulunmak,36,50,23,23,45
18460,ikame,"yerine koyma, yerine kullanma",24,40,24,31,36
9007,derbi,aynı şehrin takımları arasında oynanan oyun,12,60,17,17,36
33103,perlon,i̇lk olarak almanya'da yapılan sentetik dokuma ipliği,10,50,14,14,30
34460,rimel,"kadınların kirpiklerini kıvırmak ve daha uzun göstermek için fırça ile sürdükleri yağlı sürme, maskara",9,40,10,10,36
10852,döngel,muşmula,15,17,17,17,17
21625,karavanacı,hedef tahtasını vuramayan kimse,24,40,29,29,36
16922,haslık,has olma durumu,38,67,38,38,60
18164,ibadet,bir dinin buyruklarını yerine getirme,23,33,28,28,43
16781,harcamak,"bir iş görmek veya bir şey satın almak için parayı elden çıkarmak, sarf etmek",14,50,15,16,35
15792,göze,su kaynağı,0,0,0,0,0
47059,çamaşır,i̇ç giysisi,11,14,0,0,0
36485,sesçil,"sesleri bütün özellikleri ve ayrıntılarıyla gösteren, fonetik",15,67,16,16,48
41952,tükürmek,ağız yoluyla dışarı çıkarmak,22,50,24,24,60
20229,jeotermal,yer altında bulunduğu veya yer altından geçtiği için sıcaklığı yüksek olan,14,44,10,11,40
4030,bakımsız,"özen gösterilmemiş, bakılmamış",32,62,40,40,56
30087,mümbit,verimli,31,36,33,33,33
41040,timüs,"göğüs kemiği arkasında bulunan iç salgı bezi, özden",7,40,12,12,28
15784,gözcü,gözlemleme veya gözetleme işini yapan kimse,12,60,9,9,40
50385,şaşmaz,değişmez ve yanılmaz nitelikte olan,24,50,24,24,45
25689,küfür,tanrı'nın varlığı ve birliği gibi dinin temellerinden sayılan inançları inkâr etme,5,40,5,5,40
28523,merhale,"derece, basamak, aşama, evre",23,43,25,25,39
42472,ustura,"tıraş için kullanılan, açılır kapanır, çok keskin bıçak, baş bıçağı, yülgü",10,33,12,12,28
45634,yular,bir yere bağlamak veya çekerek götürmek için hayvanın başlığına veya tasmasına bağlanan ip,8,40,7,7,24
5170,belik,saç örgüsü,0,0,0,0,0
28811,mezar,"ölünün gömülü olduğu yer, gömüt, kabir, sin(i), makber, metfen",12,40,11,11,24
39941,taşıyıcı,"ücretle yük taşıyarak geçinen kimse, yükçü, sırtçı, hamal",22,62,18,19,56
49784,üzengi,"eyerin iki yanında asılı bulunan ve hayvana binildiğinde ayakların basılmasına yarayan, altı düz demir halka",7,50,7,7,24
7905,corum,balık akını,0,0,0,0,0
32547,parasız,"para verilmeksizin, bedavadan, bedava",27,57,29,29,51
18541,ikrah,"tiksinme, iğrenme",27,40,19,19,36
34133,rantabl,"gelir getiren, kâr sağlayan, verimli, getirimli",19,29,20,20,37
46956,çalgın,"kötürüm, inmeli, sakat",7,17,9,9,18
10413,doğruculuk,"bir insanın söz ve hareketleriyle düşünüşünün, kanaat ve inançlarının uyuşması",9,20,10,10,18
30224,müsamaha,"görmezlikten gelme, göz yumma",16,38,18,18,39
7353,bıçık,sel veya dere yatağı,8,22,8,8,26
17683,hitaben,"sözü birine yönelterek, hitap yoluyla",18,57,25,25,51
29190,miço,meyhaneci çırağı,30,50,22,22,30
37193,solidarist,dayanışmacı,19,10,19,19,19
17447,hepsi,"bütünü, tamamı, tümü, cümlesi",18,67,24,24,60
41823,tutuş,tutma işi,57,60,43,43,57
6082,bitler,"kanatlılar alt sınıfına giren, ağız yapıları sokup emmeye elverişli, memelilerde yaşayan ve kanla beslenen bir böcek takımı",6,33,10,10,38
33403,piştov,"osmanlı ordusunda bir süre kullanılan, paçavrayla sıkıştırılmış barutu horozunda bulunan çakmak taşı ile ateşleyip kurşun bilyeyi atan, kısa namlulu, tek atış yapılabilen bir tabanca türü",4,33,5,6,20
38810,tabanca,"kısa, hafif, cepte veya belde taşınan ateşli silah",21,57,18,18,51
26363,kısmık,cimri,18,20,18,18,18
32827,patron,"bir ticaret veya sanayi kurumunun sahibi, başı, işvereni",13,33,10,10,20
9656,dince,"dinî bakımdan, dine göre",28,60,31,31,54
6259,bombok,"çok kötü, çok berbat",23,33,38,44,43
33785,pruva,"geminin veya sandalın ön tarafı, baş bölümü",8,40,14,14,36
29187,mizaçgir,"herkesin huyuna ve keyfine göre davranan, nabza göre şerbet vermesini bilen (kimse)",11,50,12,12,34
5537,bezdirmek,"bıktırmak, usandırmak, bıkkınlık vermek",25,56,26,26,50
21637,karaçayır,"buğdaygillerden, çimen biçiminde veya geniş çayır olarak yetiştirilen bir park bitkisi (lolium)",15,56,14,14,30
1337,amade,hazır,20,22,20,20,20
19564,istihzar,"hatırlama, anımsama",22,38,31,31,34
14464,gele,"tavla oyununda elinde kırık taşı bulunan oyuncunun attığı, uygun olmayan zar",7,50,8,8,30
38982,tahsisat,"bir kimseye, bir kuruluş veya topluluğa ayrılmış para, ödenek",12,25,15,16,32
16408,haftalık,herhangi bir hafta süren,31,62,32,32,56
30373,müteveccih,yönelik,24,29,27,27,30
23406,kiloamper,değeri bin amper olan akım şiddeti birimi,24,67,24,24,60
24444,koyabilmek,koyma ihtimali veya imkânı bulunmak,36,50,23,23,45
26900,lebiderya,deniz kenarı,38,33,38,38,38
16930,hassas,duyum ve duyguları algılayan,12,33,12,12,30
26665,kızışmak,"hayvan, eş isteme zamanı gelmek, kösnümek",16,38,18,18,43
47565,çekiş,ağız kavgası,12,20,12,12,22
24550,koşmaca,birbirini kovalayarak oynanan bir çocuk oyunu,15,57,20,20,51
28410,menafi,"yararlar, faydalar",17,33,9,9,30
18812,imaj,i̇mge,44,50,44,44,44
17378,hektometre,yüz metrelik uzunluk ölçü birimi (hm),21,50,29,29,51
13315,faziletsiz,erdemsiz,44,50,44,44,44
43826,yalama,fırça izleri belli etmeden yapılan (resim),21,67,18,18,60
1663,anlamdaş,eş anlamlı,56,67,67,67,64
20368,kabile,boy (ii),29,17,33,33,31
26229,kırç,"kışın, sisli havalarda, ağaç dallarını, toprak çıkıntılarını vb. yerleri kaplayan buz tabakası",8,50,7,7,40
11360,düşünmek,tasarlamak,22,25,25,25,30
27611,malkoç,osmanlılarda akıncılar ocağının komutanı,22,50,18,18,54
37365,sosyallik,toplumsallık,57,59,57,57,57
26097,kırabilmek,kırma ihtimali veya imkânı bulunmak,36,50,23,23,45
5912,birazcık,"pek az, çok az",27,38,30,35,34
37708,sunucu,"radyoda, televizyonda, bir eğlence yerinde programı sunan, açıklayan kimse, takdimci, anonsör",8,50,9,9,30
34273,rejim,akarsu debisinin yıl boyunca gösterdiği değişikliklerin tümü,12,40,13,13,24
38342,sıcakkanlı,"herkesle çabuk anlaşan, çabuk dost olan",24,50,26,24,45
6721,bulgari,dört telli bağlama,24,43,42,42,39
6613,broşür,kitapçık,0,0,0,0,0
24844,kuma,"aynı erkekle evli olan kadınların birbirine göre adı, ortak",6,25,7,7,28
47910,çeşni,özellik,33,40,40,40,45
30332,mütefennin,fen bilgini,48,50,30,30,50
34643,rükün,"bir kurulun, bir topluluğun en önemli üyelerinden her biri",13,40,10,11,40
44408,yarıçap,"çemberin herhangi bir noktasıyla merkezini birleştiren doğru parçası, çapın yarısı, nısıf kutur",14,57,10,10,38
2963,aydınger,"parlak yüzeyli, saydam, mimarlıkta çizim için kullanılan özel bir kâğıt",18,38,11,11,23
30042,müktesebat,"edinilen, kazanılan bilgiler",16,20,17,17,20
39966,tebellüğ,bildirimi alma,27,12,19,19,29
29979,müftehir,"bir şeyi övünç bilerek onunla sevinen, övünen, iftihar eden",15,50,14,14,51
20549,kafile,birlikte hareket eden topluluk,17,33,17,17,30
31250,nurani,"işıklı, nurlu",32,55,33,33,50
32047,otonomi,özerklik,13,14,14,14,14
18368,ihlal,yasa ve düzene uymama,8,20,8,8,18
29468,muhabir,herhangi bir kuruluşun çalışmasıyla ilgili olarak merkezle başka bir ülke arasında bağlantıyı sağlayan görevli,9,43,9,9,32
9846,divanhane,kubbealtı,11,11,11,11,11
46674,zorla,"zor kullanarak, cebren, zecren, metazori",22,60,14,14,54
2941,ayarsız,belli bir ayarda olmayan (altın veya gümüş),20,57,17,17,51
47076,çamurluk,paçaları çamurdan korumak için giyilen tozluk,30,62,29,29,51
38900,tadım,tat alma yetisi,30,60,20,20,54
50596,şetlant,"shetland adaları'nda yetişen koyun türünün yününden yapılan kumaş, örgü vb",15,43,19,19,40
9208,detay,ayrıntı,33,22,33,33,33
38957,tahminen,"yaklaşık olarak, aşağı yukarı",5,12,6,6,11
32864,payidar,"kalıcı, sonsuza kadar yaşayacak olan",19,57,19,19,51
39532,tarlatan,kabarık görüntü vermek için değişik malzemelerle yapılan bir tür iç giysisi,17,50,18,18,30
28697,metronom,bir müzik parçasının hangi hızla çalınması gerektiğini gösteren alet,13,38,17,17,34
36141,semantik,anlam bilimi,30,38,30,30,34
13727,fitnelik,"karıştırma, çekiştirme, ara bozma",15,38,21,21,34
17191,hayrola,"`ne var, ne oluyor` anlamında kullanılan bir söz",18,43,20,21,39
34477,riyal,pesetanın dörtte biri değerinde i̇spanyol parası,15,40,15,15,24
41524,trend,343 eğilim,13,20,13,13,18
17188,hayret,"beklenmedik, garip bir şeyin sebep olduğu şaşkınlık, şaşırma",9,33,9,9,20
7897,ciğerpare,çok sevilen kimse,23,22,24,24,24
11722,eksilen,çıkarma işleminde kendisinden çıkarma yapılan sayı,21,57,22,25,51
12463,eskort,koruma aracı,33,50,33,33,45
30726,narsisizm,özseverlik,21,24,22,22,22
45220,yetenek,"bir kimsenin bir şeyi anlama veya yapabilme niteliği, istidat, kabiliyet, kudret ",14,43,14,15,32
23804,kolbastı,"doğu karadeniz bölgesi'ne özgü, halka oyunlarından, hareketli, bireysel özellikleri öne çıkaran bir oyun türü",10,38,11,12,23
17737,homojenlik,bağdaşıklık,19,20,19,19,19
26728,lahmacun,"üstüne kıyma, kıyılmış soğan, maydanoz ve baharat konularak fırında pişirilen pide türü bir yiyecek",11,38,10,10,23
38181,sürur,sevinç,18,20,22,22,22
22796,kekik,"ballıbabagillerden, karşılıklı küçük yapraklı, beyaz, pembe, kırmızı başak durumunda çiçekleri olan ve çiçeği baharat gibi kullanılan, odunsu saplı, kokulu bir bitki (thymus vulgaris)",5,40,6,6,24
1672,anlatmak,nakletmek,59,62,59,59,59
48999,ömürsün,beklenilmeyen iyi davranışlar karşısında kullanılan bir söz,12,43,13,13,30
8597,debdebeli,görkemli,35,38,38,38,38
12303,erişmek,zaman gelip çatmak,32,29,25,25,33
36399,sersem,"düşünmeden hareket eden, ne yaptığının farkında olmayan",13,33,14,14,20
33386,pişkinlik,pişkince davranış,46,67,46,46,61
42087,tıkalı,"kapanmış, herhangi bir şeyin geçmesine imkân vermeyen, tıkanmış",14,67,15,15,40
38299,süzdürmek,süzme işini yaptırmak,40,56,37,37,51
14592,general,kara ve hava kuvvetlerinde albaylıktan sonra gelen ve mareşalliğe kadar olan yüksek rütbeli subaylara verilen genel ad,11,57,11,12,40
34101,raks,bir tür dans,38,50,40,40,45
11945,emanet,"birine geçici olarak bırakılan ve teslim alınan kişice korunması gereken eşya, kimse vb., inam, vedia",9,50,10,10,30
20031,işgüder,maslahatgüzar,30,43,22,22,30
13976,fuarcı,fuar düzenleyen kimse,30,67,31,31,60
